university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url,clean_degree_type,subject_tag,Value_Tier_Name
University of Derby,Education Studies with optional pathway in SEND or TESOL,BA (Hons),,3.0,1005.0,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/education-studies-with-optional-pathway-in-send-or-tesol,Other,💻 Tech & IT,⚪ Unranked/Missing Data
De Montfort University,Education Studies with Psychology,BA (Hons),,3.0,715.0,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/education-studies-with-psychology,Other,💻 Tech & IT,⚪ Unranked/Missing Data
University of Hull,Education (Taught),MA,16818.0,1.0,633.0,"Hull, United Kingdom",https://www.study.eu/university/university-of-hull/education-taught,Other,📚 General/Other,🟢 Budget-Friendly
University of Bristol,Education (Teaching and Learning),MSc,20047.0,1.0,,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/education-teaching-and-learning,Master's,📚 General/Other,⚪ Unranked/Missing Data
University of Bristol,Education (Teaching English to Speakers of Other Languages),MSc,20047.0,1.0,,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/education-teaching-english-to-speakers-of-other-languages,Master's,📚 General/Other,⚪ Unranked/Missing Data
University of Derby,Education: Teaching English to Speakers of Other Languages (TESOL) (pathway),MA,,1.0,1005.0,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/education-teaching-english-to-speakers-of-other-languages-te,Other,📚 General/Other,⚪ Unranked/Missing Data
Oxford Brookes University,Education - TESOL (MA),MA,,1.0,811.0,"Oxford, United Kingdom",https://www.study.eu/university/oxford-brookes-university/education-tesol-ma,Other,📚 General/Other,⚪ Unranked/Missing Data
Aberystwyth University,Education with History,BA (Hons),54896.0,3.0,905.0,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/education-with-history,Other,💻 Tech & IT,🟠 Premium Programs
Aberystwyth University,Education with Human Geography,BA (Hons),54896.0,3.0,905.0,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/education-with-human-geography,Other,💻 Tech & IT,🟠 Premium Programs
Aberystwyth University,Education with Mathematics,BA (Hons),54896.0,3.0,905.0,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/education-with-mathematics,Other,💻 Tech & IT,🟠 Premium Programs
Brunel University London,Education with Placement,BA (Hons),74392.0,4.0,413.0,"Uxbridge, United Kingdom",https://www.study.eu/university/brunel-university-london/education-with-placement,Other,💻 Tech & IT,🟠 Premium Programs
University of Sussex,Education with Psychology,BA (Hons),,,269.0,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/ba-hons-education-with-psychology,Other,💻 Tech & IT,⚪ Unranked/Missing Data
University of Derby,Education with Qualified Teacher Status Integrated Masters,M (UG),,4.0,1005.0,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/education-with-qualified-teacher-status-integrated-masters,Other,💻 Tech & IT,⚪ Unranked/Missing Data
University of Derby,Education (Workplace Contract),MA,,,1005.0,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/education-workplace-contract,Other,📚 General/Other,⚪ Unranked/Missing Data
Tallinn University of Technology (TalTech),E-Governance Technologies and Services,MSc,7035.0,1.0,,"Tallinn, Estonia",https://www.study.eu/university/tallinn-university-of-technology-taltech/msc-e-governance-technologies-and-services,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
University of Copenhagen (KU),Egyptology,Master,,2.0,,"Copenhagen, Denmark",https://www.study.eu/university/university-of-copenhagen-ku/egyptology,Master's,📚 General/Other,⚪ Unranked/Missing Data
King's College London,Eighteenth Century Studies,MA,,1.0,42.0,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/eighteenth-century-studies,Other,📚 General/Other,⚪ Unranked/Missing Data
UPMC University Pierre and Marie Curie,EIT Digital Master in Internet Technology and Architecture,Master,,,,"Paris, France",https://www.study.eu/university/upmc-university-pierre-and-marie-curie/eit-digital-master-in-internet-technology-and-architecture,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
University of Graz,EJMP in English and American Studies,MA,,2.0,,"Graz, Austria",https://www.study.eu/university/university-of-graz/english-and-american-studies-e1118d63-de32-454c-ba96-1e1e994cf943,Other,📚 General/Other,⚪ Unranked/Missing Data
Gasma - Gastronomy & Culinary Management Campus,elBarri & Gasma: Gastronomic Re-evolution,Master,,0.75,,"Castellón, Spain",https://www.study.eu/university/gasma-gastronomy-culinary-management-campus/elbarri-gasma-gastronomic-re-evolution,Master's,📚 General/Other,⚪ Unranked/Missing Data
Algebra University College,e-Leadership MBA,MBA,,2.0,7890.0,"Zagreb, Croatia",https://www.study.eu/university/algebra-university-college/e-leadership-mba,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Munster Technological University,E-learning Design and Development,MA,,1.0,2756.0,Ireland – programme delivered online,https://www.study.eu/university/munster-technological-university/e-learning-design-and-development,Other,🎨 Arts & Humanities,⚪ Unranked/Missing Data
University of Trás-os-Montes and Alto Douro,Electrical and Computer Engineering,PhD,,,1110.0,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/phd-electrical-and-computer-engineering,Doctorate,💻 Tech & IT,⚪ Unranked/Missing Data
University of Porto,Electrical and Computer Engineering,Master,,,136.0,"Porto, Portugal",https://www.study.eu/university/university-of-porto/master-electrical-and-computer-engineering,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Técnico Lisboa,Electrical and Computer Engineering,Master,,,,"Lisbon, Portugal",https://www.study.eu/university/tecnico-lisboa/master-electrical-and-computer-engineering-25333,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
University of Trás-os-Montes and Alto Douro,Electrical and Computing Engineering,Bachelor,,3.0,1110.0,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/bachelor-electrical-and-computing-engineering,Bachelor's,⚙️ Engineering,⚪ Unranked/Missing Data
University of Trás-os-Montes and Alto Douro,Electrical and Computing Engineering,Master,,,1110.0,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/master-electrical-and-computing-engineering,Master's,⚙️ Engineering,⚪ Unranked/Missing Data
University of Bristol,Electrical and Electronic Engineering,MSc,24891.0,1.0,,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/electrical-and-electronic-engineering,Master's,⚙️ Engineering,⚪ Unranked/Missing Data
University of Hull,Electrical and Electronic Engineering,MSc,20182.0,1.0,633.0,"Hull, United Kingdom",https://www.study.eu/university/university-of-hull/electrical-and-electronic-engineering-4970,Master's,⚙️ Engineering,🟢 Budget-Friendly
University of Manchester,Electrical and Electronic Engineering,MPhil,29601.0,1.0,47.0,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/electrical-and-electronic-engineering-4971,Other,⚙️ Engineering,🟢 Budget-Friendly
Ecole Polytechnique Fédérale de Lausanne (EPFL),Electrical and Electronic Engineering,MSc,,,101.0,"Lausanne, Switzerland",https://www.study.eu/university/ecole-polytechnique-federale-de-lausanne-epfl/electrical-and-electronic-engineering-8fd43108-f4a9-4810-aec6-26ec76c44f0d,Master's,⚙️ Engineering,⚪ Unranked/Missing Data
University of Galway,Electrical and Electronic Engineering,BEng,,4.0,565.0,"Galway, Ireland",https://www.study.eu/university/university-of-galway/electrical-and-electronic-engineering-25dff994-83a0-44d5-b763-6135a85b984f,Other,⚙️ Engineering,⚪ Unranked/Missing Data
University of Galway,Electrical and Electronic Engineering,PhD,,,565.0,"Galway, Ireland",https://www.study.eu/university/university-of-galway/electrical-and-electronic-engineering-b9cf47ae-dd76-4916-beb7-d954c2ad615b,Doctorate,⚙️ Engineering,⚪ Unranked/Missing Data
University College Cork (UCC),Electrical and Electronic Engineering,Bachelor,,4.0,360.0,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/electrical-and-electronic-engineering-39529bd3-3442-4414-9b32-0d7dd87b6ca0,Bachelor's,⚙️ Engineering,⚪ Unranked/Missing Data
Cardiff University,Electrical and Electronic Engineering,Bachelor,84564.0,3.0,162.0,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/electrical-and-electronic-engineering-163534fb-1803-4e5f-8302-77d5f2a12400,Bachelor's,⚙️ Engineering,🟠 Premium Programs
Cardiff University,Electrical and Electronic Engineering,M (UG),112752.0,4.0,162.0,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/electrical-and-electronic-engineering-a32ccc3a-0957-4885-bd47-9ab9f14393ce,Other,⚙️ Engineering,🔴 Elite/Expensive
University of Derby,Electrical and Electronic Engineering,BEng (Hons),,3.0,1005.0,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/electrical-and-electronic-engineering-f600f766-44dd-46b0-afac-c0206ba7d0cf,Other,⚙️ Engineering,⚪ Unranked/Missing Data
University of Derby,Electrical and Electronic Engineering,BSc (Hons),,3.0,1005.0,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/electrical-and-electronic-engineering-6e185ff5-0753-4c83-b868-be1495cf9d89,Bachelor's,⚙️ Engineering,⚪ Unranked/Missing Data
De Montfort University,Electrical and Electronic Engineering,BEng,,,715.0,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/electrical-and-electronic-engineering-18652,Other,⚙️ Engineering,⚪ Unranked/Missing Data
Polytechnic of Leiria,Electrical and Electronic Engineering,Master,,2.0,,"Leiria, Portugal",https://www.study.eu/university/polytechnic-of-leiria/electrical-and-electronic-engineering-19018,Master's,⚙️ Engineering,⚪ Unranked/Missing Data
Saxion University of Applied Sciences,Electrical and Electronic Engineering,Bachelor,,4.0,16343.0,"Enschede, Netherlands",https://www.study.eu/university/saxion-university-of-applied-sciences/electrical-and-electronic-engineering-22784,Bachelor's,⚙️ Engineering,⚪ Unranked/Missing Data
HAN University of Applied Sciences,Electrical and Electronic Engineering,Bachelor,,4.0,16343.0,"Arnhem, Netherlands",https://www.study.eu/university/han-university-of-applied-sciences/bachelor-electrical-and-electronic-engineering,Bachelor's,⚙️ Engineering,⚪ Unranked/Missing Data
University of Greenwich,Electrical and Electronic Engineering,MSc,21931.0,1.0,762.0,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/msc-electrical-and-electronic-engineering,Master's,⚙️ Engineering,🟢 Budget-Friendly
University of Greenwich,Electrical and Electronic Engineering,BEng (Hons),65189.0,3.0,762.0,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/beng-hons-electrical-and-electronic-engineering,Other,⚙️ Engineering,🟠 Premium Programs
University of Greenwich,Electrical and Electronic Engineering,MEng,,4.0,762.0,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/meng-electrical-and-electronic-engineering,Other,⚙️ Engineering,⚪ Unranked/Missing Data
Queen Mary University of London,Electrical and Electronic Engineering,BEng (Hons),114434.0,3.0,113.0,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/beng-hons-electrical-and-electronic-engineering-26615,Other,⚙️ Engineering,🔴 Elite/Expensive
University of Sussex,Electrical and Electronic Engineering,BEng (Hons),,,269.0,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/beng-hons-electrical-and-electronic-engineering-27699,Other,⚙️ Engineering,⚪ Unranked/Missing Data
European University Cyprus,Electrical and Electronic Engineering,BSc,,4.0,2024.0,"Nicosia, Cyprus",https://www.study.eu/university/european-university-cyprus/bsc-electrical-and-electronic-engineering,Bachelor's,⚙️ Engineering,⚪ Unranked/Missing Data
Metropolitan College,Electrical and Electronic Engineering,MEng,,,9465.0,"Athens, Greece",https://www.study.eu/university/metropolitan-college/meng-electrical-and-electronic-engineering-30690,Other,⚙️ Engineering,⚪ Unranked/Missing Data
RWTH Aachen University,Electrical and Electronic Engineering and Information Engineering,MSc,,2.0,,"Aachen, Germany",https://www.study.eu/university/rwth-aachen-university/electrical-engineering-information-technology-and-computer-e,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
"Hanze University of Applied Sciences, Groningen",Electrical and Electronic Engineering - Sensor Technology,Bachelor,,,,"Groningen, Netherlands",https://www.study.eu/university/hanze-university-of-applied-sciences-groningen/electrical-and-electronic-engineering-sensor-technology,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
University of Greenwich,Electrical and Electronic Engineering Technology,BEng (Hons),65189.0,3.0,762.0,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/beng-hons-electrical-and-electronic-engineering-technology,Other,💻 Tech & IT,🟠 Premium Programs
