university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url,clean_degree_type,subject_tag,Value_Tier_Name
University of Sussex,Education,BA (Hons),,,269.0,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/ba-hons-education-27697,Other,📚 General/Other,⚪ Unranked/Missing Data
Durham University,Educational Assessment,MSc,22200.0,1.0,317.0,"Durham, United Kingdom",https://www.study.eu/university/durham-university/educational-assessment,Master's,📚 General/Other,🟢 Budget-Friendly
University of Dundee,Educational Assistive Technology,MSc,,1.0,420.0,United Kingdom – programme delivered online,https://www.study.eu/university/university-of-dundee/msc-educational-assistive-technology,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Tallinn University,Educational Innovation and Leadership,Master,9850.0,2.0,1098.0,"Tallinn, Estonia",https://www.study.eu/university/tallinn-university/master-educational-innovation-and-leadership,Master's,📚 General/Other,🟢 Budget-Friendly
University of Jyväskylä,Educational Leadership,Master,,,,"Jyväskylä, Finland",https://www.study.eu/university/university-of-jyvaskyla/educational-leadership-2082,Master's,📚 General/Other,⚪ Unranked/Missing Data
University of Manchester,Educational Leadership,MA,20855.0,1.0,47.0,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/educational-leadership,Other,📚 General/Other,🟢 Budget-Friendly
University of Buckingham,Educational Leadership,MEd,,,3068.0,"Buckingham, United Kingdom",https://www.study.eu/university/university-of-buckingham/educational-leadership-9f459fe5-e1f1-44d3-b757-1de3a9875a7b,Other,📚 General/Other,⚪ Unranked/Missing Data
University of Dundee,Educational Leadership,Master,,3.0,420.0,United Kingdom – programme delivered online,https://www.study.eu/university/university-of-dundee/master-educational-leadership,Master's,📚 General/Other,⚪ Unranked/Missing Data
University of Portsmouth,Educational Leadership and Management,MSc,15473.0,1.0,438.0,"Portsmouth, United Kingdom",https://www.study.eu/university/university-of-portsmouth/educational-leadership-and-management,Master's,📊 Business & Management,🟢 Budget-Friendly
Maynooth University,Educational Leadership And Management,Master,,,1835.0,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/educational-leadership-and-management-2b9ed51f-059c-4c15-b798-247b5b66ba60,Master's,📊 Business & Management,⚪ Unranked/Missing Data
European University Cyprus,Educational Management and Leadership,Master,,1.5,2024.0,"Nicosia, Cyprus",https://www.study.eu/university/european-university-cyprus/master-educational-management-and-leadership,Master's,📊 Business & Management,⚪ Unranked/Missing Data
"Birkbeck, University of London",Educational Neuroscience,MA,18500.0,1.0,728.0,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/educational-neuroscience,Other,📚 General/Other,🟢 Budget-Friendly
University of Dundee,Educational Psychology,MSc,,2.0,420.0,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/msc-educational-psychology,Master's,🧬 Health & Science,⚪ Unranked/Missing Data
University of Bamberg,Educational Quality in Developing Countries,MA,,2.0,,"Bamberg, Germany",https://www.study.eu/university/university-of-bamberg/educational-quality-in-developing-countries,Other,💻 Tech & IT,⚪ Unranked/Missing Data
University of Bristol,Educational Research,MSc,20047.0,1.0,,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/educational-research,Master's,📚 General/Other,⚪ Unranked/Missing Data
University of Exeter,Educational Research,MSc,21460.0,1.0,109.0,"Exeter, United Kingdom",https://www.study.eu/university/university-of-exeter/educational-research-5026,Master's,📚 General/Other,🟢 Budget-Friendly
University of Sheffield,Educational Research,MA,,1.0,110.0,"Sheffield, United Kingdom",https://www.study.eu/university/university-of-sheffield/educational-research-5027,Other,📚 General/Other,⚪ Unranked/Missing Data
University of Tartu,Educational Science,PhD,,,437.0,"Tartu, Estonia",https://www.study.eu/university/university-of-tartu/phd-educational-sciences-6368,Doctorate,📚 General/Other,⚪ Unranked/Missing Data
Eötvös Loránd University (ELTE),Educational Science,MA,,2.0,,"Budapest, Hungary",https://www.study.eu/university/eotvos-lorand-university-elte/educational-science-11712,Other,📚 General/Other,⚪ Unranked/Missing Data
University of Eastern Finland,Educational Sciences,Master,,,500.0,"Joensuu, Finland",https://www.study.eu/university/university-of-eastern-finland/educational-sciences,Master's,📚 General/Other,⚪ Unranked/Missing Data
University of Jyväskylä,Educational Sciences,Master,,,,"Jyväskylä, Finland",https://www.study.eu/university/university-of-jyvaskyla/educational-sciences-2083,Master's,📚 General/Other,⚪ Unranked/Missing Data
University of Trás-os-Montes and Alto Douro,Educational Sciences,Master,,,1110.0,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/master-educational-sciences-7fe8fb90-de37-402c-b363-e91f8e4d800b,Master's,📚 General/Other,⚪ Unranked/Missing Data
KU Leuven,Educational Studies,MSc,,1.0,,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/educational-studies,Master's,📚 General/Other,⚪ Unranked/Missing Data
University of Tartu,Educational Technology,Master,4925.0,1.0,437.0,"Tartu, Estonia",https://www.study.eu/university/university-of-tartu/master-educational-technology,Master's,💻 Tech & IT,🟢 Budget-Friendly
Saarland University,Educational Technology,MSc,,,,"Saarbrücken, Germany",https://www.study.eu/university/saarland-university/msc-educational-technology,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
University of Latvia,Educational Treatment of Diversity,Master,,2.0,935.0,"Riga, Latvia",https://www.study.eu/university/university-of-latvia/educational-treatment-of-diversity,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
University of Eastern Finland,"Education and Adult Education, Special Education, Career Counseling",Bachelor,,,500.0,"Joensuu, Finland",https://www.study.eu/university/university-of-eastern-finland/education-and-adult-education-special-education-career-couns,Bachelor's,📚 General/Other,⚪ Unranked/Missing Data
University of Eastern Finland,"Education and Adult Education, Special Education, Career Counselling",Bachelor,,,500.0,"Joensuu, Finland",https://www.study.eu/university/university-of-eastern-finland/education-and-adult-education-special-education-career-couns-fb0aebb4-021e-4665-a78e-5dd7b5b187a2,Bachelor's,📚 General/Other,⚪ Unranked/Missing Data
University of Portsmouth,Education and Childhood Studies,MPhil,,2.0,438.0,"Portsmouth, United Kingdom",https://www.study.eu/university/university-of-portsmouth/education-and-childhood-studies,Other,📚 General/Other,⚪ Unranked/Missing Data
University of Portsmouth,Education and Childhood Studies,PhD,,3.0,438.0,"Portsmouth, United Kingdom",https://www.study.eu/university/university-of-portsmouth/education-and-childhood-studies-5009,Doctorate,📚 General/Other,⚪ Unranked/Missing Data
Leiden University,Education and Child Studies: Applied Neuroscience in Human Development,MSc,,1.0,1143.0,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/education-and-child-studies-applied-neuroscience-in-human-de,Master's,📚 General/Other,⚪ Unranked/Missing Data
Leiden University,Education and Child Studies (Research),MSc,,1.0,1143.0,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/msc-education-and-child-studies-research,Master's,📚 General/Other,⚪ Unranked/Missing Data
University of East Anglia,Education and Development,MA,19509.0,1.0,349.0,"Norwich, United Kingdom",https://www.study.eu/university/university-of-east-anglia/education-and-development,Other,📚 General/Other,🟢 Budget-Friendly
University of Hull,Education and Digital Technologies,MA,16818.0,1.0,633.0,"Hull, United Kingdom",https://www.study.eu/university/university-of-hull/education-and-digital-technologies,Other,💻 Tech & IT,🟢 Budget-Friendly
University of Hull,Education and Early Childhood Studies,MA,16818.0,1.0,633.0,"Hull, United Kingdom",https://www.study.eu/university/university-of-hull/education-and-early-childhood-studies,Other,📚 General/Other,🟢 Budget-Friendly
